ID,RegionName,NVotes,Leave,Residents,Households,MeanAge,AdultMeanAge,Age_0to4,Age_5to7,Age_8to9,Age_10to14,Age_15,Age_16to17,Age_18to19,Age_20to24,Age_25to29,Age_30to44,Age_45to59,Age_60to64,Age_65to74,Age_75to84,Age_85to89,Age_90plus,White,Black,Asian,Indian,Pakistani,Owned,OwnedOutright,SocialRent,PrivateRent,NoQuals,L4Quals_plus,Students,Unemp,UnempRate_EA,HigherOccup,Density,Deprived,MultiDepriv
917,London,5884,-1,11104,4538,39,48,6.4,3.5,2.5,6.4,1.5,2.6,2.5,6.4,6,21,19.8,5.4,8.1,5.4,1.7,0.9,77.8,11,7.8,1.6,2.3,64.1,23.3,23.4,11.1,26.2,24.1,4.1,5,7.2,33.3,47.1,62.4,29.7
918,East of England,5136,-1,10644,4229,38.8,47.6,6.1,3.7,2.2,6.2,1.4,3.1,1.9,6.2,7.9,21.4,18.8,5.4,6.8,5.7,2.1,1,90.7,2.1,6.1,1.4,0.6,63.3,27.1,19.4,12.6,15.8,41.8,3.7,2.6,3.4,47.7,7.5,44.7,16
919,East of England,1442,-1,2203,976,44,52.4,5.2,2.9,1.6,5.5,1.4,2.9,2.1,3.9,3.6,17.5,24.1,7.4,11.8,7.5,2,0.7,94.9,2.5,1.8,0.2,0,65.5,30.1,24.7,8.9,21.7,31.2,2.2,4.2,5.9,42.1,2.9,50.9,19
920,East of England,3235,-1,8282,3753,39.7,45.7,5.2,2.6,1.3,3.9,0.8,2.2,2.9,10.9,9.8,22.2,16.5,4.6,6.8,5.9,2.6,1.8,76.4,8.8,12.8,4.5,1.3,45.4,16.9,18.6,34.6,22.7,29.5,10.5,6.6,9.6,34.1,35.8,62.1,29.9
921,East of England,3715,-1,6997,3025,40.9,49.4,6.2,3.2,2.2,5.4,1.1,2.6,2.1,5.4,5.8,20.7,21.4,6.2,8.2,6.8,1.6,0.9,94,2.2,3,0.7,0.3,64.1,21.2,21.6,11.6,22.4,23.6,2.4,3.5,4.6,37.4,11.9,55.8,21.4
922,East of England,3083,-1,3908,1493,36.6,46.1,7,4.4,3,6.8,1.8,2.3,2.1,4.8,5.9,26,19.3,5,6,4,1,0.5,78.7,4.9,15.3,10.4,1.4,75,16.1,11.6,9.9,20,26.1,3.2,3.8,4.8,36.6,3.2,51.4,20.1
923,East of England,5279,-1,9365,4376,39.7,48.4,6.8,3.6,2.3,5.5,1.2,2.4,2.4,6.6,7.9,20.7,17,5.6,7.5,7.2,2.2,1.3,92.3,2.5,4.1,1.5,0.2,42.1,16.1,44.7,12,32.4,20.1,2.9,5.9,8.5,24.8,30.1,66,32.7
924,East of England,3202,-1,9721,3696,33.4,42.3,8.5,4,2.6,6.8,1.3,2.7,2.4,8.1,10.7,24.5,15.5,3.1,4.6,3.9,1,0.3,59.8,9.8,28.4,15.6,2.5,47.6,16.4,24.5,25.4,26.4,20.4,5.5,7.2,9.9,22.8,44.2,67.5,33.6
925,East of England,5745,-1,9681,5732,40.4,44.5,4.8,1.6,0.9,1.8,0.4,1.2,2.2,12.8,12.8,23.2,15.6,5.6,7.7,5.8,2.1,1.4,90.2,2.9,4.9,1.5,0.1,26.7,12,42.5,28.8,23.8,29.8,7.8,6.8,9.9,30.9,41.9,63.5,33.4
926,East of England,4185,-1,8067,3486,38.2,45.6,5.3,2.7,1.5,5.6,1.7,3.7,3.5,7.1,9.8,22.4,16.6,4.7,7.2,5,1.9,1.4,83.7,2.2,11.7,2.3,0.8,48.8,24.1,19.5,26.7,9.9,56.6,11.1,3.2,4.6,59.6,11.3,49.4,15.9
927,East of England,4479,-1,11050,4986,36.3,45.1,7.8,4,2.5,5.7,1.3,2.3,2.5,7.3,8.8,23,17.6,4.6,6.1,4.5,1.3,0.8,84,6.3,8.2,1,1.8,41.2,13.2,25.3,32.1,29.1,16.9,4,8.1,11.9,24,70.4,71.8,39.1
928,East of England,5267,-1,9750,4082,42.1,51.9,6.3,3.4,2.4,6.5,1.3,2.7,2.2,4.6,4.6,18.9,17.8,6.8,10.9,8.1,2.3,1,91.8,2.6,4.9,1.7,0.7,66.7,29.5,20.1,11.8,28.4,21.6,2.8,4.8,7.5,33.5,21.5,60.7,28.8
929,East of England,4455,-1,7369,2695,37.3,48.2,7.3,4.9,3.2,7.8,1.2,2.8,1.9,4.1,4.8,22.4,20.7,5.2,7.3,4.2,1.3,0.7,89.2,2.1,7.4,1.4,0.7,82.2,30.6,6.4,10.7,8.9,56.3,3.2,2.4,3.2,62,27.4,35.6,9.9
930,East of England,3914,-1,7377,2818,33.5,42.9,10.2,5,2.5,5.9,0.8,1.7,1.4,4.8,9.1,31,16.3,3.3,3.9,2.6,0.8,0.7,86,5.1,7.6,2.7,0.5,72.5,13,11.5,13.1,12.5,36.8,2.3,2.8,3.3,47.7,5.5,36.8,10.8
931,East of England,4371,-1,6431,2718,43.8,52.8,6.5,3.4,2,5,0.9,2.3,1.2,3.1,4.1,20.4,20.9,7.7,11.8,7.6,2.2,1,93.6,1.4,4.1,1.7,0.4,85.2,41.9,1,12.3,8.4,57.2,2.4,1.8,2.5,64,18.2,34.6,8.2
932,East of England,2978,-1,5529,2110,38.4,48.7,7.8,4.8,2.4,6.6,1.2,2.4,1.7,4.4,4.5,22.5,21.3,6.6,6.9,4.1,1.8,0.9,90.1,2.8,5.4,1.9,0.1,70.4,20.3,17.1,9.2,16.3,33.6,3.1,3.3,4.3,45.2,1.6,48,15.9
933,East of England,5456,-1,11732,4728,34.5,42.9,8.6,3.9,2.3,5.5,1,2.3,3.1,12,8.8,20.8,15.5,4.7,5.8,3.6,1.4,0.6,86.7,3.6,6.3,1.7,0.3,38.7,12,39.7,20,26.5,21,13.5,5.1,7.8,26.2,37.2,61,29.3
934,East of England,5535,-1,10012,4226,42.2,51.4,5.6,3.3,2.1,6.3,1.3,2.7,1.9,4.9,4.9,19.5,20.2,6.3,10,7.1,2.3,1.5,89.5,2.9,6.7,2.3,1.4,74.9,29.6,7.5,16.8,23.5,22.1,2.4,3.9,5.5,34.4,41.3,59.2,25.2
935,East of England,6077,-1,10519,4297,40.9,50.2,5.8,3.6,2.4,6.6,1.4,2.8,2.4,4.7,5.5,19.6,19.9,6.7,9.3,6.7,1.6,1.1,94.3,1.6,3.6,0.9,0.5,69.9,25.1,17.7,11.4,27,20.5,2.7,4.3,6.2,32.3,47.7,61.1,27.4
936,East of England,4092,-1,8187,3512,43.6,52.1,4.9,3,2.2,5.8,1.5,2.4,2.3,4.3,4.6,17.4,22.1,8.1,10.7,8.1,1.5,1.1,85.5,5,8.1,5,0.5,78.2,36.4,12.3,8.3,18.3,30.7,3.2,3.9,5.5,39.3,37.1,53.2,20
937,East of England,4249,-1,10601,5981,39,43.3,5.1,1.8,1,2.5,0.5,0.9,1.8,10.7,15,25.7,16.2,4.6,6.3,4.6,1.9,1.4,90.3,2.7,5.8,2.4,0.1,37.4,15.6,24.9,35.9,16.4,37.1,4.7,5.6,7.3,41.1,31.1,54.7,23.4
938,East of England,5401,-1,9766,4222,42.5,51.2,5.7,3,2.1,6,1.3,2.5,1.9,4.9,5.3,18.3,21.3,7.2,10.8,7,1.9,0.9,93.6,2.2,3.5,0.6,0.8,76.1,29.2,11.5,11.3,31.5,15,1.9,3.8,5.5,27,34.1,64.5,28.8
939,East of England,4555,-1,7775,3127,40.2,51.2,8.2,4.3,2.9,6.5,1.2,2.4,1.1,3.6,4.3,21.7,19.9,5.6,7.9,6.8,2.3,1.3,94.3,0.9,4,1,0.3,79.7,35.7,3.6,16.2,8.5,61,2.5,1.9,2.6,68.3,25.7,33.8,7.2
940,East of England,2303,-1,10322,2913,32.4,36.3,4,2.3,1.3,3.7,0.8,2.1,19.8,22.6,6,11.9,10,3.1,5.2,4.8,1.6,0.7,79.5,3.9,14.6,1.8,0.5,35.1,16.9,42,20,17.9,19.4,47.8,2.9,6.3,26.6,37.1,63.5,30.8
941,East of England,4406,-1,6803,2650,41.4,52,7.3,3.7,2.7,6.1,1.6,2.9,1.9,3.1,2.8,19.5,22.3,7.1,10.2,6.4,1.7,0.6,92.9,1.2,5.3,1.5,0.8,88.4,39.1,4.2,6.8,9.5,51.1,2.9,1.9,2.7,59.9,18.7,35.3,8.6
942,East of England,5768,-1,8818,3949,45.9,53.5,4.3,2.8,1.6,5,1.3,2,2.3,6.6,4,15.6,20.4,7.6,11.9,9.6,3.4,1.7,91.8,1.7,5.5,2.5,0.2,74.4,39.6,10.9,13.5,15.7,44.1,6.9,2.7,4,51.5,18.2,47.6,15.4
943,East of England,4319,-1,7465,3173,40.9,50.3,5.8,3.5,2.4,6.4,1.6,2.9,2.3,4.6,5,21.2,20,5.1,7.6,7.5,2.7,1.4,93.5,1.8,4,1.3,0.2,63.4,24.5,22.8,11.7,21.6,28.7,2.6,4.3,5.7,39.4,30.4,52.6,21.7
944,East of England,4345,-1,8368,3380,33.4,37.7,4.4,2.3,1.4,3.6,0.7,2.4,5.9,15.3,14.1,25.2,13.5,3.9,4.1,2.1,0.6,0.5,82.5,2.4,11.8,2.3,0.7,43.7,19.1,12.3,42.3,5.6,60.6,26.3,2.3,3.3,65,81.5,44.1,14.7
945,East of England,5088,-1,7794,3459,41.9,50.7,5.7,3.5,2.1,5.8,1.2,2.6,1.6,4.3,6,22,19.2,5.5,9.3,7.2,2.8,1.3,89.1,3,6.7,3.1,0.3,75.3,31.8,8.2,14.9,14.7,42.7,2.7,2.8,3.8,52.1,36.5,45.3,14.5
946,East of England,3540,-1,4173,1661,41.8,51.2,4.6,3.2,2.6,7.7,1.5,2.9,2.2,4.6,3.3,18,22.8,7.5,11.3,5.6,1.6,0.6,93.4,2,3.9,1.9,0.3,83.3,31,9.2,6.3,19.4,26.5,3.2,2.6,3.7,37.1,4.3,50.3,18.9
947,East of England,4623,-1,7393,3012,40.9,49.9,6.5,3.5,2,6.4,1.2,2.3,2.1,4.7,5,21,20.6,6.1,9.7,6.5,1.6,0.9,90.3,2.6,5.6,1.8,0.2,78.7,30.2,10.5,9.5,18,32.8,3.3,2.7,3.6,45,6.4,46.8,17.5
948,East of England,4134,-1,6618,2692,42.9,52.3,4.6,3.6,2.5,6.8,1.7,2.8,1.9,3.5,3.7,17.5,24,7.8,10.6,6.8,1.6,0.7,91.2,1.7,6.1,3.6,0.3,88,37.1,3,7,13.1,41.5,2.4,2.3,3.2,52.8,6.8,40.7,11.8
949,North West,1470,-1,4537,2088,35.5,44.8,8.6,4.2,2.2,6.4,1.1,2.6,2.4,7,8.9,22.6,17.5,4.3,5.9,4.5,1.2,0.6,91.4,0.7,7.6,0.2,5.4,60.3,22.4,6,32.3,29.4,12.7,4.1,7.1,10.1,18,99,67.1,35.8
950,North West,3589,-1,7384,2243,33.2,44,8.9,5.2,3.6,7.7,1.7,3,2.5,7.5,9.2,21.7,14.5,3.4,5,3.5,1.6,1.1,32.1,0.5,65.2,24.4,36,81.6,37.5,2.5,13.9,28.2,22.2,6.3,5.6,9.3,23.2,64.3,62.5,29.7
951,North West,3371,-1,9221,3154,32.5,43.5,9.2,5.1,3.6,8.2,1.7,3.8,3,7.4,8.5,20.6,14.3,4.1,5.8,3.5,0.7,0.5,26.8,1.1,70,34.2,29.1,57.2,36.6,28.9,10.6,39.8,11.9,7.6,7,13.8,11.3,59.2,82.9,49.4
952,North West,5794,-1,9807,3880,39.8,49,5.7,3.7,2.5,6.8,1.4,2.8,2.3,4.9,4.6,20.2,23.4,6.7,8.7,4.6,1.2,0.5,90.8,0.6,8,0.7,5.7,88.8,31.5,1.5,9,14.4,35.4,3.4,2.5,3.4,46.4,3.8,41.9,13.5
953,North West,1490,-1,4734,1954,35.3,45.9,8.7,4.6,3.1,7.2,1.7,2.7,3,7.3,7.7,19.5,16,4.8,7.5,4.9,1.2,0.5,79.7,0.5,19.4,0.7,16.8,54.6,25.5,22.2,22.1,37,13.6,5,8,12.8,16.1,22.2,74.2,41.6
954,North West,8512,-1,13087,5338,42.8,52,4.7,3.7,2.2,6.8,1.3,3,2,4.5,3.7,17.3,23.1,7.4,10.8,7.1,1.7,0.9,90.5,1.2,6.9,2.5,1.4,87.9,35.8,3,8.1,12.7,42.9,3.3,2.6,3.7,52.3,20.7,42.3,12.5
955,North West,2768,-1,5510,2286,42.3,51.1,4.7,3.2,2.1,6.4,1.7,3,2.4,4.4,4,19.4,22.3,7.1,10.2,6.6,1.5,0.9,98.1,0.5,1.1,0.2,0.1,85.2,30.7,9.1,5,21.8,24.6,2,3.4,5,33.1,20.1,55.5,26.1
956,North West,3463,-1,6209,2691,38.6,47,5.7,3.6,2.3,6.3,1.4,2.6,2.6,6.6,7.2,20.2,20.8,6.2,8.1,5,1,0.3,94.7,0.5,4.4,0.5,2.2,71.5,27.3,4.4,22.8,22.1,23.2,4.5,4,5.7,29.7,15.2,55.7,25.5
957,North West,5772,-1,10364,4417,42.4,50.6,4.8,3.1,2.4,5.7,1.4,2.4,2.2,5.3,4.5,19,21.8,8.4,11.3,5.6,1.5,0.7,97.4,1,1.4,0.2,0.3,79,32,13.2,6.8,24.8,22.7,2.6,3.5,5,32.4,21.1,56.9,24.8
958,North West,2960,-1,7941,2362,32.5,42.9,8.6,4.7,3.5,8.6,1.5,3,2.6,7.8,9.4,22.9,14.4,3.5,4.3,3.2,1.1,0.7,16.6,0.7,81.1,54.7,21.3,75.5,50.5,10.7,11.2,33.2,17.3,7.5,6.1,10.9,18.6,64.6,72.6,39.9
959,North West,8446,-1,13581,5570,41.3,50.4,5.7,3.7,2.3,6.4,1.1,2.7,2,4.6,4.2,19.8,22.2,6.9,10.1,6.2,1.4,0.5,90.4,1.3,7,2,2.5,86.2,34.1,5.2,7.7,13.5,38.5,3.6,2.8,3.8,48,28,44.6,15.6
960,North West,5919,-1,11009,4719,41,49.2,5.5,3.3,2.2,5.8,1.2,2.3,2.3,5.7,6.3,20.4,20.1,6.3,10.2,5.7,1.6,1.1,93.5,1.3,4.6,0.5,0.8,80,29.2,9.1,10,26,20.5,3,4,5.5,30.1,28,56.9,24.5
961,North West,4136,-1,12955,5267,32.1,36.5,5.5,2.5,1.4,3.6,0.8,1.5,7.7,20.4,12.6,20.3,12.7,3.5,4.3,2.4,0.6,0.2,81.7,8.7,7.5,1.8,0.8,24.2,8.3,44.4,28.6,22.8,24,30.6,4.8,7.8,23.5,32.2,68.5,36.3
962,North West,7211,-1,12786,5509,45.2,54.3,4.6,3.2,2.2,6,1.3,2.9,1.6,3.8,3.8,15.4,22.5,8.4,12,8.6,2.5,1.4,96.8,0.6,1.7,0.7,0,84,38.7,4.9,10,15.4,42.7,3,3.2,4.9,51.3,10.5,48.5,17.6
963,North West,2259,-1,4096,1750,39.5,47.6,5.5,3.2,2.5,5.8,1.1,2.7,2.1,5.8,7.2,22,20.5,7.6,7.6,4.7,1.1,0.7,97.5,0.4,1.8,0.4,0.5,80.3,29.2,2.1,16.1,19.4,26.6,2.6,4.2,5.6,35.4,5.5,50.2,20.5
964,North West,5962,-1,11740,5148,39.5,47.8,6.1,3.1,2,5.7,1.5,2.9,2.8,6.7,5.7,20.6,21.5,6,8.6,5.2,1.2,0.5,93.3,2.6,3.5,0.9,0.8,70.3,23.7,13.6,14.8,29.2,15,3.5,4.7,6.8,24.8,37.4,64.7,32.2
965,North West,8014,-1,15058,6339,43.3,51.3,4.5,2.8,1.9,5.7,1.3,3,2.3,6.1,4.6,16.3,24.2,7.2,9.9,7.3,2,0.9,97.8,0.7,1.1,0.2,0,84.3,34.3,2.5,12.2,17,28.5,3.8,3.9,5.5,38.6,34.8,54.3,20.2
966,North West,2578,-1,6320,2762,37.4,46.9,7,4.1,2.6,6.8,1.3,3.1,2.8,6.8,6.6,20,19.1,5.7,8.1,4.4,1.2,0.5,98.3,0.1,1.2,0.2,0,65.4,22.8,18.6,14.8,30,13.1,2.1,5.8,9,19.7,68.7,67.1,36.2
967,North West,5300,-1,10504,4601,39.8,48.3,6.7,3.2,2.2,5.6,1.2,2.3,2.2,6.4,6.8,19.3,21.4,7,9.1,4.7,1.2,0.7,94,1.2,4.5,0.3,1,70.7,25.8,14.3,13.5,25.7,20.7,3,4.2,6,29.8,15.1,57.4,27
968,North West,2688,-1,4942,2225,51.6,58.1,2.6,1.8,1.2,4.4,1.1,2.2,1.9,2.9,2.7,13.6,21.6,9.5,15.7,13.3,3.3,2.1,96.8,0.3,2.7,1.1,0.4,93.9,53.7,0.7,4.6,23,28,1.7,1.9,3.1,38.7,11.1,56.5,20.8
969,North West,4937,-1,12033,4495,33.3,44.1,8.8,4.8,3.3,8.4,1.8,3.3,3.1,6.9,6.9,22.3,15.9,4.4,5.6,3.5,0.8,0.3,61.3,2.9,34.8,0.5,22,56.8,18,28.1,13.7,32.7,14.4,5.4,7.6,12.4,17.7,49.8,72.1,38.4
970,North West,6032,-1,11390,4809,39.4,47.9,5.9,3.5,1.9,6.3,1.4,2.8,2.6,6.4,6.2,20.2,20.9,6.1,9,5.2,1.2,0.5,95.8,2.2,1.8,0.4,0.3,74.7,26.5,8.1,16.4,30.2,12.8,3.4,4.5,6.4,21.7,56,64.1,30.5
971,North West,2799,-1,6147,2592,40.8,49.8,6.5,3.5,2,5.8,1.2,2.6,2,5.7,6.6,18.9,19,7.1,9.3,7.3,1.8,0.7,75.5,1,23,10.9,9.3,83.9,35.5,5.8,9.5,22.2,25.7,3.9,3.5,5.1,33,24.9,56.2,22.3
972,North West,2923,-1,6414,2917,35.6,45.1,8.7,4.4,2.4,6,1.3,2.5,2.6,7.1,8.8,21.7,17,5.3,6.6,4.2,1,0.5,91.2,1.4,6.8,2.2,2.2,55.6,18.4,19.8,22.6,31.7,13.2,3.8,7.1,10.4,18.2,50,70.4,37.5
973,North West,7224,-1,14235,6426,36.7,44.9,8,3.7,1.7,5.2,1.1,2.2,2,6.3,8.7,25.8,18.6,5,6,4.2,1,0.4,93.2,1.8,4.4,0.5,1.8,67.8,20.7,13.9,16.6,23.8,24.8,3.3,4.7,6.2,31.6,48.5,54.8,25.4
974,North West,6476,-1,10077,4285,42.8,51.3,5.9,3.5,2.1,5.2,1.1,2.2,1.7,4.3,4.7,21.4,19.7,7.2,10.9,7.4,1.7,1.1,95.4,0.6,3.4,1.3,0.2,88,36.5,2.1,9.1,14.6,39.1,2.8,2.3,3.1,50.4,14.8,43.6,13.9
975,North West,7484,-1,12492,4913,42.3,50.9,5.2,3.3,2.1,5.8,1.3,2.8,2.3,5.9,5.2,17.6,20.8,7.2,10.5,7.8,1.8,0.7,80.4,1.2,17,1.9,11.6,86.4,35.5,3.7,8.6,19.6,27.3,4.7,3.4,5,36.6,29,54.4,19.2
976,North West,7666,-1,13404,5737,44,52.8,4.6,3.1,2.1,6.1,1.3,3,2,4.2,4.8,17.1,22.5,7,9.7,8.2,3,1.5,97.5,0.5,1.3,0.3,0,83.2,34.5,2,13.8,14.8,41.4,3.1,3.4,4.9,49.5,13.5,48,17.1
977,North West,4610,-1,9844,4097,38.1,47.9,7.6,3.9,2.4,6.8,1.6,2.6,2.8,5.5,6.4,19.7,18.8,5.3,10,5.2,1,0.5,95.8,1.9,1.7,0.4,0.2,66.6,21.9,23.5,9.1,28.5,15.2,3.3,5.1,7.3,23.6,11.7,63.1,29.9
978,North West,2338,-1,7731,2132,29.4,40.3,9.9,5.5,3.7,9.2,1.8,3.9,3.1,8.5,9.2,22.2,14.2,2.8,3.3,2.2,0.4,0.1,9.5,0.7,88.2,34.3,46.3,68.2,42.5,16.2,13.2,35.9,13.9,8.1,6.8,13,12.9,107.3,77.9,44.7
979,North West,2905,-1,6340,2801,41.2,49.4,5.7,3.1,2.2,5.4,1.2,2.5,2.1,5.6,5.8,19.9,21.7,6.9,10.4,5.8,1.3,0.6,96,0.4,3.2,0.3,1.9,78.2,31,7.7,13.4,22.2,24.4,2.8,3,4.2,30.9,6.9,53.6,23.2
980,North West,1963,-1,4580,2092,42.4,50.4,5.4,3.5,1.8,5.2,1.2,2.1,2.5,5.2,5.3,19.1,20.4,8.2,11.4,6.3,1.7,0.6,98.1,0.3,1.5,0.2,0.6,75.1,31.4,9.3,14.1,28,19.5,2.7,3.1,4.7,27.7,4.2,60.6,29.1
981,North West,6562,-1,13450,5831,37.1,46.1,7.5,4.1,2.4,6,1.2,2.4,2.5,6.7,7.3,21.5,19.4,6.1,7.5,3.9,1.1,0.5,93.4,1.5,4.8,0.4,0.6,63.3,18.7,24.4,11.4,28,15.5,3.1,5.4,7.8,23.7,32.4,63.3,31.9
982,North West,8354,-1,16197,7157,41.6,50.6,5.9,3.3,2.3,6.2,1.3,2.6,2.3,5.6,5.6,18.2,20.3,6.6,9,7.4,2.3,1,96.6,0.5,2.4,0.8,0.2,63.5,23.7,22.2,12.7,29.2,19.6,3.2,5.4,8.3,26.9,32.6,65.8,34.4
983,North West,5039,-1,11701,4754,35.5,45.5,7.8,4.4,3,7.4,1.7,2.7,2.9,6.2,6.4,22,18.9,5.3,6.8,3.1,0.9,0.6,94.5,3.6,1.5,0.2,0.5,61.7,16.6,25.8,11.6,29.1,15.8,3.2,6.7,9.3,23,22.7,62.3,28.4
984,North West,2004,-1,4436,1889,40,48.7,5.4,3.6,2.2,6.4,1.5,2.8,2,5.2,5.2,21.3,21.8,7.6,9,4.7,1,0.5,96.6,0.4,2.9,0.2,1.9,76.8,28.4,10.7,11.5,23.7,21.2,2.5,3.7,5.3,30.6,11,57.3,26.4
985,North West,5000,-1,12904,5502,35.7,46.4,9.3,4.6,2.5,7,1.6,2.9,2.8,6.8,7.7,18.6,16.9,5.4,7,4.9,1.3,0.5,93.7,3.9,1.8,0.4,0.3,39.2,12.1,49,9.7,36.5,11.2,3.7,8.6,14,16.8,31.9,74.1,42.9
986,North West,2702,-1,5366,2465,44,52.2,4.9,3.2,2,5.2,1.4,2.2,2.1,4.5,5.1,18.1,19.6,7.8,13.8,7.6,1.5,1,99.1,0.4,0.3,0,0,80.2,35,11.3,7.7,29.3,16.1,2.2,3.5,5.7,24.3,9.2,65.3,34.6
987,North West,2653,-1,5374,2034,33,44,9.7,5,3.3,7.8,1.8,2.9,2.9,8.3,8.3,19.7,14.8,4.3,5.9,4,1,0.4,69,0.4,30.1,0.6,24.2,57.5,27.5,19.7,21.2,39.3,10.6,4.3,8.6,14.9,12.7,42.8,75.8,44.4
988,North West,5668,-1,10262,4408,40.5,49,5.7,3.1,2.1,6.3,1,2.8,2.1,5.7,5.5,20.4,21,7.6,10.2,4.9,1.1,0.5,97.2,1.1,1.4,0.2,0.4,77.3,28.1,8.9,12.4,21.7,23.8,2.8,3.4,4.8,33,5.7,54,23.5
989,North West,6104,-1,11140,4784,40.9,49,5.5,3,2.2,6,1.1,2.3,2.1,5.8,6.4,20,21.7,6.6,9.5,5.6,1.5,0.7,97.1,1.2,1.4,0.2,0.6,81.5,29.8,6,11.5,20.4,26,2.8,3.2,4.3,35.4,25.1,50.3,20.2
990,North West,6174,-1,10966,4944,38.9,47,6.5,3.5,2.2,5.7,1.1,2,2,5.3,6.6,24,21.3,6.8,7.9,3.7,1.1,0.5,96.8,1.1,1.9,0.4,0,71.1,24,12.9,15,21.7,28.2,2.7,4.4,5.9,34.3,13,51.6,22.4
991,North West,5777,-1,10478,4350,40,48.4,5.7,3.3,2.5,6.2,1.1,2.4,2.3,6.1,6.7,20,20.9,6.7,9.1,5.3,1.2,0.7,88.2,2.2,9.2,0.8,2.2,77.9,28.5,10.5,10.6,25.8,20,3.7,4.1,5.8,29.6,23.6,58.7,25.7
992,North West,5363,-1,10263,4472,38.1,46.2,6.4,3.2,2.1,5.9,1.4,2.5,2.5,7,7.3,21.2,22,6,6.7,4.1,1,0.7,95.6,2.5,1.5,0.2,0.3,71.4,22.1,14,13.4,27.5,16,3.3,5.8,8.1,23.1,31.1,63,29.1
993,North West,5073,-1,11816,5010,37,45.8,7.8,3.7,2.2,5.9,1.1,2.6,2.3,6.4,8.4,22.8,18.9,5,7.1,4.1,1.2,0.7,81,2.1,16.3,6.4,6.7,62.5,21.9,16,20.4,27.9,17.8,3.4,6.1,8.9,24.1,51.4,64.3,31.4
994,South East,3380,-1,5879,2593,41.4,48.4,5,3.1,1.5,4.6,1.1,2.4,1.6,6.9,8.8,21.2,18.9,5.8,8.9,6.3,2.2,1.5,91,2.3,5.5,1.7,0.5,65.4,24.9,5.6,26.4,17,31.9,3.7,3.2,4.3,43.6,34.7,51.7,19.3
995,South East,6978,-1,14309,6167,35.6,44.4,8.5,4.1,2.3,5.6,1,2.4,2.4,7.2,10,22,17.9,4.9,6.3,4,0.9,0.6,90,3,6,1,0.3,54.4,15.1,19.3,24.5,27.8,16.2,4.3,5.4,7.4,23,62,63.1,29.4
996,South East,2934,-1,6023,2378,43.5,53.9,5.8,3.8,2.5,7.2,1.4,2.4,1.9,3,2.7,18.7,20.8,6.9,10.4,8,2.7,1.9,93.9,1.4,3.6,1.1,0.3,83,36.2,7.5,8.5,14.9,43.9,2.4,2,2.8,54,31.2,43,13
997,South East,7320,-1,13665,5321,37,46,6.5,3.7,2.4,7.1,1.4,3.1,2.7,6.5,6.4,21.9,20.9,5.4,6.8,3.7,1,0.5,92.5,1.5,5.1,0.8,0.5,79.2,24.2,2.8,16.9,19.2,21,3.4,3.8,4.8,30.5,44,51.4,18.9
998,South East,4461,-1,9752,3929,32.6,38.5,6.9,3.5,1.9,4,0.6,1.9,6,14.9,11.2,23.9,13.8,3.4,4.4,2.6,0.7,0.3,81.5,5.8,10.6,3.8,0.6,40.1,10.9,18.6,38.9,14.1,27.1,14.6,5.2,7.2,38,20.5,57.5,25.5
999,South East,7393,-1,12303,4977,43.4,51.9,4.4,2.9,2.3,6.2,1.2,2.9,2.1,5.2,4,17.2,21.7,8.5,11.8,7,1.6,0.9,94.4,1.3,3.5,1.6,0.5,87.9,36.3,3.5,7.7,20.6,22,2.7,3.2,4.6,35.8,38,52.6,19.4
1000,South East,5061,-1,9117,3720,38.3,47,6.5,3.6,2.2,6.1,1.5,2.8,2.3,6.2,7.1,20.1,21,7.2,8.3,3.6,1,0.4,95.3,2.1,2,0.9,0.2,77,23,9.5,11.5,23.5,16.8,2.6,4.4,6,27.7,16.7,55.3,22.4
1001,South East,4960,-1,4630,2082,39.1,47.2,6.4,3.9,1.7,5.3,1,2.4,2.2,6.9,8,22,18.3,5.3,8.1,5.7,1.6,1,88.4,3.5,7.2,2.9,0.4,54.2,17.4,28.8,13.6,22.9,23.6,2.7,4.8,6.4,31.7,26.1,59.9,27
1002,South East,6707,-1,13102,5364,40.1,49.4,5.9,3.6,2.3,6.8,1.5,2.8,2.9,6.1,5.2,17.9,21.1,5.9,9.3,6.6,1.7,0.6,94.5,1.7,3.3,1.4,0.4,68.2,22.9,21.5,8.8,30.2,12.9,2.8,4.9,7.1,22.7,45.3,66,31.4
1003,South East,3436,-1,6078,2291,35.7,45.1,7.9,4.3,2,7.3,1.4,2.7,2.2,5.5,7.3,26.1,17.3,4.3,6,3.9,1.1,0.7,87.7,2.3,8.8,3.5,0.5,64.7,18.3,12.6,19.6,16.3,29.8,3.3,3.2,4.1,41.7,33.5,44.8,15.8
1004,South East,7303,-1,14170,5924,36.6,44,6.7,3.4,2.1,5.1,1,2.1,5.3,8.7,7.9,22.5,17.4,4.5,7,4.3,1.2,0.7,90.7,2.4,5.9,1.4,0.1,65.2,22.3,7.4,26,19.4,26.6,11.3,3.4,4.8,37.2,63,51.8,21.5
1005,South East,5139,-1,9560,3819,39.2,48.3,6.3,3.6,2.7,6.1,1.5,3,2.6,6.1,5.9,19.1,20.3,6.6,9.3,5.5,1,0.3,93.5,3.3,2.8,1,0.5,75.9,25.2,13.4,9.5,25.6,17.4,2.7,4.3,6.1,28.9,50.9,58.4,24.3
